LOAN_NO,MEMBER_NAME,MOBILE_NUMBER,STATE,DISTRICT,RURAL_URBAN,PRODUCT,DISBURSEMENT_DATE,TENURE,TOTAL_INSTAL,PRINCIPAL_TOTAL,OUTSTANDING_PRINCIPAL,PRIN_COLLECTED,INT_COLLECTED,LAST_EMI,TOTAL_ARREAR,Total_EMI_Paid_Count,LAST_COLL_DATE,LAST_COLL_AMOUNT,OD_DAYS,OD_BUCKET,STATUS,TOTAL_INCOME,TOTAL_EXPENSE,FOIR,AGE,CYCLE,PAID_WITHIN_30D,AMOUNT_PAID_30D
LN1000363,Dinesh Khatun,6801532453,Maharashtra,Solapur,RURAL,Individual Loan,2023-10-27,18,18,30000.00,25000.00,5000.00,900.00,2267.00,4534.00,3,2024-02-06,2267.00,33,31-60,Active,,,,41,1,0,0.00
LN1000364,Geeta Pandey,7602546385,Odisha,Cuttack,RURAL,Individual Loan,2023-09-04,12,12,40000.00,40000.00,0.00,0.00,4133.00,57862.00,0,2023-02-03,4133.00,409,360+,Write-Off,20516,16101,0.9863,47,5,0,0.00
LN1000365,Manoj Khatun,6969103408,Odisha,Khordha,RURAL,JLG,2021-10-23,36,36,60000.00,13333.00,46667.00,8400.00,2867.00,2867.00,28,2024-02-18,2867.00,19,0-30,Active,26094,18560,0.8211,26,1,1,2867.00
LN1000366,Sarita Kumari,7410916291,Rajasthan,Kota,URBAN,Individual Loan,2023-05-08,36,36,50000.00,40278.00,9722.00,1750.00,2389.00,7167.00,7,2023-12-28,2389.00,86,61-90,Active,47759,32794,0.7367,25,3,1,2389.00
LN1000367,Mamta Tiwari,6529962525,Madhya Pradesh,Ujjain,RURAL,Individual Loan,2022-12-10,36,36,40000.00,24444.00,15556.00,2800.00,1911.00,1911.00,14,2024-03-09,1911.00,5,0-30,Active,16129,10728,0.7836,40,2,1,1941.00
LN1000368,Rekha Tiwari,9226382875,Rajasthan,Kota,RURAL,Agriculture Allied,2023-12-20,12,12,75000.00,75000.00,0.00,0.00,7750.00,54250.00,0,2023-09-13,7750.00,195,181-360,Active,36433,18363,0.7167,43,5,0,0.00
LN1000369,Anita Begum,8930961672,Uttar Pradesh,Bareilly,RURAL,Agriculture Allied,2023-07-05,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,31000.00,5,2023-12-13,7750.00,101,91-180,Active,35413,19170,0.7602,33,2,1,7750.00
LN1000370,Manoj Pandey,9498107919,Rajasthan,Jaipur,RURAL,Agriculture Allied,2022-02-20,24,24,50000.00,2083.00,47917.00,8625.00,3083.00,3083.00,23,2024-03-01,3083.00,15,0-30,Active,58370,33533,0.6273,57,5,1,3083.00
LN1000371,Aarti Khatun,8381012593,West Bengal,North 24 Parganas,RURAL,JLG,2023-04-06,18,18,25000.00,12500.00,12500.00,2250.00,1889.00,5667.00,9,2023-12-28,,78,61-90,Active,56847,47005,0.8601,21,1,1,1521.00
LN1000372,Dinesh Sharma,7538400164,Maharashtra,Aurangabad,RURAL,Individual Loan,2022-05-23,36,36,100000.00,41667.00,58333.00,10500.00,4778.00,4778.00,21,2024-03-18,4778.00,1,0-30,Active,53373,42038,0.8771,46,5,1,4778.00
LN1000373,Urmila Bai,8943685979,Uttar Pradesh,Gorakhpur,RURAL,Individual Loan,2023-12-21,18,18,30000.00,28333.00,1667.00,300.00,2267.00,4534.00,1,2024-01-31,2267.00,37,31-60,Active,39964,32369,0.8667,39,1,0,0.00
LN1000374,Sita Mahto,6129962388,Odisha,Cuttack,RURAL,Individual Loan,2022-12-29,24,24,40000.00,16667.00,23333.00,4200.00,2467.00,2467.00,14,2024-02-27,2467.00,8,0-30,Active,46694,36239,0.8289,23,4,1,2467.00
LN1000375,Kavita Manjhi,9248640998,Madhya Pradesh,Ujjain,RURAL,Individual Loan,2023-04-11,36,36,100000.00,75000.00,25000.00,4500.00,4778.00,9556.00,9,2024-01-21,4778.00,53,31-60,Active,32702,19181,0.7326,21,4,1,6595.00
LN1000376,Ramesh Gupta,9406819430,Tamil Nadu,Tiruchirappalli,URBAN,Micro-Enterprise,2021-10-08,36,36,100000.00,22222.00,77778.00,14000.00,4778.00,9556.00,28,2024-02-10,4778.00,40,31-60,Active,23496,14765,0.8318,41,1,1,4778.00
LN1000377,Guddi Kumari,8767109432,Rajasthan,Jodhpur,RURAL,Individual Loan,2022-01-25,36,36,100000.00,33333.00,66667.00,12000.00,4778.00,9556.00,24,2024-02-01,4778.00,42,31-60,Active,38165,32332,0.9724,27,4,1,4778.00
LN1000378,Sunil Mondal,9261288046,Tamil Nadu,Tiruchirappalli,RURAL,Agriculture Allied,2023-12-27,24,24,30000.00,30000.00,0.00,0.00,1850.00,11100.00,0,2023-10-04,1850.00,171,91-180,Active,34392,22983,0.7221,31,4,0,0.00
LN1000379,Lalita Pandey,8752341326,Uttar Pradesh,Lucknow,RURAL,Agriculture Allied,2022-11-12,18,18,40000.00,17778.00,22222.00,4000.00,3022.00,18132.00,10,2023-10-04,3022.00,155,91-180,Active,58055,24145,0.4680,33,3,0,0.00
LN1000380,Anil Khatun,7833302400,Rajasthan,Ajmer,RURAL,Individual Loan,2022-01-09,36,36,60000.00,16667.00,43333.00,7800.00,2867.00,2867.00,26,2024-02-19,,28,0-30,Active,22737,10762,0.5994,25,1,1,2867.00
LN1000381,Rajesh Gupta,6354828030,West Bengal,Nadia,URBAN,Micro-Enterprise,2022-09-27,18,18,60000.00,30000.00,30000.00,5400.00,4533.00,40797.00,9,2023-07-17,4533.00,252,181-360,Active,24594,10787,0.6229,51,4,1,4533.00
LN1000382,Manoj Singh,8297291776,West Bengal,Malda,RURAL,JLG,2022-06-24,36,36,100000.00,50000.00,50000.00,9000.00,4778.00,14334.00,18,2024-01-10,4778.00,72,61-90,Active,38394,23595,0.7390,42,1,1,4778.00
LN1000383,Geeta Singh,8255408427,Odisha,Khordha,RURAL,Individual Loan,2021-10-10,36,36,75000.00,14583.00,60417.00,10875.00,3583.00,3583.00,29,2024-03-01,3583.00,10,0-30,Active,61262,35521,0.6383,48,4,1,3583.00
LN1000384,Meena Paswan,9203527537,Uttar Pradesh,Varanasi,RURAL,Agriculture Allied,2022-09-17,24,24,25000.00,7292.00,17708.00,3187.00,1542.00,1542.00,17,2024-03-01,1542.00,20,0-30,Active,49615,40210,0.8415,43,5,1,1542.00
LN1000385,Rani Kumari,9420328481,Odisha,Ganjam,URBAN,JLG,2021-07-27,36,36,75000.00,12500.00,62500.00,11250.00,3583.00,7166.00,30,2024-01-26,3583.00,54,31-60,Active,41787,25643,0.6994,47,1,1,6575.00
LN1000386,Mamta Gupta,9413790535,Uttar Pradesh,Azamgarh,RURAL,JLG,2023-06-21,36,36,25000.00,19444.00,5556.00,1000.00,1194.00,1194.00,8,2024-02-18,1194.00,29,0-30,Active,,,,37,2,0,0.00
LN1000387,Sunil Kumari,6300700358,Madhya Pradesh,Indore,RURAL,Individual Loan,2023-02-24,18,18,30000.00,11667.00,18333.00,3300.00,2267.00,4534.00,11,2024-02-11,2267.00,39,31-60,Active,31796,26757,0.9128,46,2,1,2267.00
LN1000388,Radha Begum,7449963390,Uttar Pradesh,Varanasi,RURAL,Individual Loan,2023-11-17,36,36,25000.00,25000.00,0.00,0.00,1194.00,7164.00,0,2023-09-28,1194.00,171,91-180,Active,25253,17718,0.7489,26,4,1,1194.00
LN1000389,Sarita Roy,8790888235,Rajasthan,Bikaner,URBAN,Micro-Enterprise,2023-05-03,18,18,75000.00,50000.00,25000.00,4500.00,5667.00,28335.00,6,2023-10-21,5667.00,139,91-180,NPA,51647,38337,0.8520,29,1,1,5667.00
LN1000390,Mamta Kaur,6843067464,Bihar,Darbhanga,RURAL,JLG,2023-02-25,12,12,60000.00,25000.00,35000.00,6300.00,6200.00,31000.00,7,2023-11-14,6200.00,129,91-180,Active,54944,40537,0.8506,29,5,1,6200.00
LN1000391,Santosh Singh,6271093657,Tamil Nadu,Salem,RURAL,JLG,2023-06-10,24,24,40000.00,28333.00,11667.00,2100.00,2467.00,4934.00,7,2024-01-24,2467.00,47,31-60,Active,39830,31181,0.8448,33,5,1,2467.00
LN1000392,Suresh Kumari,9721793039,Maharashtra,Solapur,RURAL,JLG,2023-11-06,12,12,30000.00,25000.00,5000.00,900.00,3100.00,6200.00,2,2024-01-15,3100.00,54,31-60,Active,16820,8714,0.7024,36,2,1,3100.00
LN1000393,Santosh Sharma,9244928330,Bihar,Gaya,RURAL,JLG,2022-06-21,24,24,75000.00,15625.00,59375.00,10688.00,4625.00,9250.00,19,2024-01-19,4625.00,52,31-60,Active,44315,20680,0.5710,30,4,1,4625.00
LN1000394,Pooja Roy,6564375980,West Bengal,Murshidabad,RURAL,Individual Loan,2021-03-20,36,36,40000.00,1111.00,38889.00,7000.00,1911.00,1911.00,35,2024-03-09,1911.00,4,0-30,Active,25673,15025,0.6597,55,5,1,2874.00
LN1000395,Pooja Tiwari,7186079321,Odisha,Cuttack,RURAL,Individual Loan,2023-06-22,18,18,100000.00,66667.00,33333.00,6000.00,7556.00,22668.00,6,2024-01-10,7556.00,67,61-90,Active,46838,34056,0.8884,25,2,1,7556.00
LN1000396,Sunil Manjhi,9523751706,Maharashtra,Aurangabad,RURAL,Individual Loan,2023-08-04,24,24,30000.00,22500.00,7500.00,1350.00,1850.00,3700.00,6,2024-01-15,1850.00,51,31-60,Active,27233,19203,0.7731,53,3,1,1850.00
LN1000397,Rekha Devi,9657632862,Rajasthan,Jaipur,URBAN,Individual Loan,2022-02-18,36,36,25000.00,9028.00,15972.00,2875.00,1194.00,2388.00,23,2024-01-26,1194.00,50,31-60,Active,19417,10453,0.5998,38,4,1,1194.00
LN1000398,Lalita Mondal,7596733282,West Bengal,North 24 Parganas,URBAN,Micro-Enterprise,2023-12-06,24,24,75000.00,71875.00,3125.00,563.00,4625.00,9250.00,1,2024-02-10,4625.00,45,31-60,Active,32564,17447,0.6778,44,4,0,0.00
LN1000399,Shanti Das,9448525423,Tamil Nadu,Thanjavur,URBAN,JLG,2023-11-13,36,36,100000.00,97222.00,2778.00,500.00,4778.00,14334.00,1,2023-12-26,4778.00,85,61-90,Active,57919,27072,0.5499,40,1,1,4778.00
LN1000400,Manoj Roy,8668374128,Uttar Pradesh,Azamgarh,RURAL,Individual Loan,2023-10-16,18,18,30000.00,30000.00,0.00,0.00,2267.00,11335.00,0,2023-11-13,2267.00,126,91-180,NPA,39666,18547,0.5247,39,4,0,0.00
LN1000401,Pooja Begum,7298817305,Bihar,Purnia,RURAL,JLG,2023-08-22,12,12,100000.00,58333.00,41667.00,7500.00,10333.00,20666.00,5,2024-02-07,10333.00,38,31-60,Active,50125,29857,0.8018,35,4,1,10333.00
LN1000402,Aarti Tiwari,057-2908895,Bihar,Bhagalpur,RURAL,Agriculture Allied,2022-09-06,24,24,25000.00,10417.00,14583.00,2625.00,1542.00,7710.00,14,2023-11-11,1542.00,123,91-180,Active,48389,19651,0.4380,43,1,1,1542.00
LN1000403,Santosh Pandey,8595835465,Uttar Pradesh,Varanasi,URBAN,Individual Loan,2022-11-01,18,18,100000.00,22222.00,77778.00,14000.00,7556.00,22668.00,14,2024-01-09,7556.00,64,61-90,Active,16782,13788,1.2000,48,5,1,3905.00
LN1000404,Shanti Das,9434969052,Maharashtra,Pune,URBAN,Micro-Enterprise,2023-09-03,12,12,25000.00,16667.00,8333.00,1500.00,2583.00,7749.00,4,2023-12-11,2583.00,88,61-90,Active,38203,30527,0.8667,49,3,1,2583.00
LN1000405,Santosh Pandey,9999999999,Tamil Nadu,Thanjavur,RURAL,Individual Loan,2023-06-19,24,24,60000.00,45000.00,15000.00,2700.00,3700.00,11100.00,6,2024-01-19,3700.00,66,61-90,Active,50652,30663,0.6784,53,5,1,3700.00
LN1000406,Pooja Patel,7733408238,Madhya Pradesh,Gwalior,URBAN,JLG,2022-09-14,36,36,25000.00,13194.00,11806.00,2125.00,1194.00,1194.00,17,2024-03-13,1194.00,10,0-30,Active,20012,8048,0.4618,23,5,1,1194.00
LN1000407,Sita Devi,9498009442,West Bengal,North 24 Parganas,RURAL,Individual Loan,2022-07-31,24,24,25000.00,7292.00,17708.00,3187.00,1542.00,4626.00,17,2024-01-21,1542.00,61,61-90,Active,52292,22896,0.4673,24,4,1,1542.00
LN1000408,Urmila Devi,8251505684,Madhya Pradesh,Rewa,RURAL,Micro-Enterprise,2023-11-13,18,18,30000.00,30000.00,0.00,0.00,2267.00,13602.00,0,2023-10-07,2267.00,161,91-180,Active,60405,35643,0.6276,34,4,1,2267.00
LN1000409,Manoj Manjhi,9129576060,West Bengal,North 24 Parganas,RURAL,Agriculture Allied,2023-06-21,12,12,25000.00,20833.00,4167.00,750.00,2583.00,18081.00,2,2023-08-30,2583.00,192,181-360,NPA,57056,35230,0.6627,55,1,0,0.00
LN1000410,Kavita Verma,9670804390,West Bengal,Malda,RURAL,Agriculture Allied,2022-12-26,36,36,100000.00,77778.00,22222.00,4000.00,4778.00,33446.00,8,2023-09-14,4778.00,191,181-360,Active,54114,39480,0.8179,41,2,0,0.00
LN1000411,Radha Pandey,7514129586,Bihar,Muzaffarpur,URBAN,Individual Loan,2021-11-16,36,36,100000.00,27778.00,72222.00,13000.00,4778.00,9556.00,26,2024-02-15,4778.00,37,31-60,Active,47637,29709,0.7240,53,1,0,0.00
LN1000412,Urmila Mahto,6276256410,Maharashtra,Nashik,RURAL,Agriculture Allied,2023-07-04,12,12,40000.00,20000.00,20000.00,3600.00,4133.00,12399.00,6,2023-12-31,4133.00,76,61-90,Active,34887,24141,0.8104,34,1,1,4133.00
LN1000413,Geeta Roy,6325770756,Madhya Pradesh,Gwalior,RURAL,Agriculture Allied,2021-02-17,36,36,25000.00,1389.00,23611.00,4250.00,1194.00,2388.00,34,2024-02-14,1194.00,32,31-60,Active,21924,10055,0.5131,40,2,1,1194.00
LN1000414,Manoj Patel,9963135454,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-06-30,12,12,50000.00,50000.00,0.00,0.00,5167.00,62004.00,0,2023-04-03,5167.00,352,181-360,Active,58298,39245,0.7618,43,5,1,6398.00
LN1000415,Lalita Mondal,8561406105,Uttar Pradesh,Azamgarh,URBAN,Micro-Enterprise,2023-09-21,12,12,60000.00,40000.00,20000.00,3600.00,6200.00,12400.00,4,2024-01-23,6200.00,51,31-60,Active,17228,10566,0.9732,21,5,1,6200.00
LN1000416,Vijay Manjhi,7517170134,Madhya Pradesh,Gwalior,URBAN,JLG,2022-08-23,36,36,60000.00,31667.00,28333.00,5100.00,2867.00,5734.00,17,2024-02-18,2867.00,37,31-60,Active,40120,28225,0.7750,32,2,1,5278.00
LN1000417,Sarita Manjhi,7117348102,Bihar,Gaya,URBAN,Micro-Enterprise,2021-04-29,36,36,25000.00,2778.00,22222.00,4000.00,1194.00,3582.00,32,2024-01-04,1194.00,77,61-90,Active,21282,17215,0.8650,45,5,1,1194.00
LN1000418,Rajesh Bai,8459265735,West Bengal,Nadia,URBAN,Micro-Enterprise,2023-04-03,18,18,50000.00,19444.00,30556.00,5500.00,3778.00,3778.00,11,2024-03-05,3778.00,3,0-30,Active,61939,45163,0.7901,56,5,1,3778.00
LN1000419,Rekha Kumari,7249426481,Uttar Pradesh,Prayagraj,RURAL,Agriculture Allied,2023-02-05,12,12,30000.00,2500.00,27500.00,4950.00,3100.00,3100.00,11,2024-02-10,3100.00,26,0-30,Active,42080,34663,0.8974,34,1,1,3100.00
LN1000420,Lalita Kaur,7551825145,Uttar Pradesh,Gorakhpur,RURAL,Individual Loan,2023-11-02,18,18,30000.00,30000.00,0.00,0.00,2267.00,29471.00,0,2023-03-12,2267.00,379,360+,Write-Off,52819,42186,0.8416,53,5,0,0.00
LN1000421,Radha Das,9732650304,Odisha,Puri,RURAL,Micro-Enterprise,2023-02-22,18,18,100000.00,33333.00,66667.00,12000.00,7556.00,7556.00,12,2024-03-04,7556.00,15,0-30,Active,36864,16200,0.6444,45,3,1,7556.00
LN1000422,Mamta Mahto,6979504701,Bihar,Gaya,RURAL,JLG,2022-11-09,24,24,40000.00,15000.00,25000.00,4500.00,2467.00,2467.00,15,2024-03-12,2467.00,10,0-30,Active,40422,28846,0.7747,55,2,1,2467.00
LN1000423,Rekha Tiwari,8214334882,Rajasthan,Jodhpur,RURAL,Agriculture Allied,2023-06-05,12,12,30000.00,30000.00,0.00,0.00,3100.00,49600.00,0,2022-12-08,3100.00,462,360+,Write-Off,61384,38879,0.6839,57,2,0,0.00
LN1000424,Meena Das,6651914941,Maharashtra,Nagpur,RURAL,Agriculture Allied,2021-08-27,36,36,75000.00,14583.00,60417.00,10875.00,3583.00,7166.00,29,2024-02-08,3583.00,44,31-60,Active,37369,28389,0.8556,23,5,1,7053.00
LN1000425,Sangeeta Pandey,9443772728,West Bengal,Malda,RURAL,Micro-Enterprise,2022-10-22,24,24,50000.00,25000.00,25000.00,4500.00,3083.00,15415.00,12,2023-11-03,3083.00,143,91-180,Active,62042,32308,0.5704,37,2,1,3083.00
LN1000426,Manju Verma,8458664433,Rajasthan,Jodhpur,RURAL,JLG,2023-06-15,12,12,60000.00,30000.00,30000.00,5400.00,6200.00,18600.00,6,2024-01-03,6200.00,74,61-90,Active,47684,21537,0.5817,23,1,1,9385.00
LN1000427,Dinesh Gupta,8849734380,Maharashtra,Nagpur,RURAL,JLG,2023-10-23,36,36,50000.00,50000.00,0.00,0.00,2389.00,16723.00,0,2023-08-27,2389.00,200,181-360,Write-Off,58681,47277,0.8464,43,4,0,0.00
LN1000428,Guddi Das,8799997236,Maharashtra,Solapur,URBAN,Individual Loan,2023-07-02,18,18,25000.00,26108.00,8333.00,1500.00,1889.00,5667.00,6,2023-12-18,1889.00,85,61-90,Active,62132,43816,0.7356,32,1,0,0.00
LN1000429,Aarti Bai,8728439870,Odisha,Cuttack,URBAN,Micro-Enterprise,2021-09-05,36,36,75000.00,12500.00,62500.00,11250.00,3583.00,3583.00,30,2024-03-16,3583.00,7,0-30,Active,54221,36119,0.7322,54,2,1,1263.00
LN1000430,Sangeeta Sharma,7337490702,Tamil Nadu,Madurai,RURAL,JLG,2022-04-26,24,24,100000.00,8333.00,91667.00,16500.00,6167.00,6167.00,22,2024-02-09,6167.00,26,0-30,Active,,,,22,4,1,6167.00
LN1000431,Sunita Manjhi,9146323864,Uttar Pradesh,Varanasi,RURAL,Individual Loan,2022-10-20,18,18,30000.00,5000.00,25000.00,4500.00,2267.00,4534.00,15,2024-02-06,2267.00,35,31-60,Active,30195,21011,0.7709,22,3,1,2267.00
LN1000432,Vijay Manjhi,6191351890,Rajasthan,Jodhpur,RURAL,Agriculture Allied,2022-12-27,18,18,60000.00,20000.00,40000.00,7200.00,4533.00,13599.00,12,2023-12-23,4533.00,86,61-90,Active,24664,16634,0.8582,52,2,0,0.00
LN1000433,Dinesh Yadav,6241388401,Tamil Nadu,Madurai,RURAL,Individual Loan,2023-01-23,24,24,75000.00,37500.00,37500.00,6750.00,4625.00,9250.00,12,2024-01-25,4625.00,54,31-60,Active,52758,31654,0.6876,47,3,1,4625.00
LN1000434,Mamta Mondal,8885693962,Madhya Pradesh,Bhopal,RURAL,Agriculture Allied,2023-10-01,12,12,30000.00,22500.00,7500.00,1350.00,3100.00,9300.00,3,2023-12-18,3100.00,86,61-90,Active,19480,8540,0.5975,42,5,1,4731.00
LN1000435,Sunita Roy,7830928310,Uttar Pradesh,Prayagraj,RURAL,Individual Loan,2023-01-05,24,24,50000.00,25000.00,25000.00,4500.00,3083.00,9249.00,12,2023-12-18,3083.00,90,61-90,Active,56584,34459,0.6635,39,1,1,4287.00
LN1000436,Vijay Devi,6724648705,West Bengal,Nadia,URBAN,Individual Loan,2023-02-10,24,24,30000.00,17500.00,12500.00,2250.00,1850.00,5550.00,10,2023-12-30,1850.00,67,61-90,Active,58293,41534,0.7442,31,2,1,1305.00
LN1000437,Meena Devi,9904605478,Maharashtra,Pune,URBAN,Micro-Enterprise,2023-04-05,24,24,50000.00,53406.00,20833.00,3750.00,3083.00,6166.00,10,2024-01-26,3083.00,48,31-60,Active,34147,17312,0.5973,29,1,1,3083.00
LN1000438,Sita Khatun,7866493433,Bihar,Samastipur,URBAN,JLG,2023-07-05,24,24,60000.00,40000.00,20000.00,3600.00,3700.00,3700.00,8,2024-02-26,3700.00,26,0-30,Active,64237,35975,0.6176,37,5,1,3700.00
LN1000439,Guddi Gupta,7373960317,Maharashtra,Solapur,RURAL,Agriculture Allied,2023-07-25,24,24,40000.00,31667.00,8333.00,1500.00,2467.00,7401.00,5,2024-01-20,2467.00,61,61-90,Active,48176,22760,0.5236,58,2,1,2467.00
LN1000440,Guddi Paswan,8474593852,Rajasthan,Bikaner,URBAN,Micro-Enterprise,2023-01-22,18,18,50000.00,53093.00,22222.00,4000.00,3778.00,22668.00,8,2023-10-05,,162,91-180,Active,46873,25493,0.6245,58,5,0,0.00
LN1000441,Vijay Patel,9143990204,Maharashtra,Nagpur,RURAL,Micro-Enterprise,2023-06-02,12,12,25000.00,25000.00,0.00,0.00,2583.00,38745.00,0,2023-01-05,2583.00,430,360+,Active,38129,17033,0.5145,24,1,0,0.00
LN1000442,Vijay Mondal,6482295472,Odisha,Mayurbhanj,RURAL,Agriculture Allied,2023-05-11,36,36,30000.00,25000.00,5000.00,900.00,1433.00,5732.00,6,2023-11-23,1433.00,117,91-180,Active,21060,13185,0.6941,49,2,1,1433.00
LN1000443,Meena Kumari,7751919227,West Bengal,South 24 Parganas,URBAN,Micro-Enterprise,2023-03-04,24,24,30000.00,15000.00,15000.00,2700.00,1850.00,1850.00,12,2024-02-28,1850.00,9,0-30,Active,44257,37188,0.8821,55,4,1,750.00
LN1000444,Sita Gupta,9578843218,Odisha,Mayurbhanj,RURAL,Micro-Enterprise,2022-04-08,36,36,60000.00,26667.00,33333.00,6000.00,2867.00,11468.00,20,2023-11-29,2867.00,111,91-180,Active,53233,23745,0.4999,36,4,0,0.00
LN1000445,Sita Khatun,7946350340,Tamil Nadu,Tiruchirappalli,RURAL,Individual Loan,2023-06-02,36,36,50000.00,40278.00,9722.00,1750.00,2389.00,7167.00,7,2024-01-17,2389.00,65,61-90,Active,60841,41765,0.7257,23,3,1,2389.00
LN1000446,Ramesh Begum,6585157926,Uttar Pradesh,Kanpur,RURAL,JLG,2023-09-18,18,18,30000.00,30000.00,0.00,0.00,2267.00,13602.00,0,2023-10-07,2267.00,167,91-180,Active,50609,29268,0.6231,58,2,1,2267.00
LN1000447,Sangeeta Kumari,7533608016,Tamil Nadu,Salem,RURAL,JLG,2021-10-13,36,36,75000.00,22917.00,52083.00,9375.00,3583.00,17915.00,25,2023-11-20,3583.00,123,91-180,Active,,,,29,4,1,4709.00
LN1000448,Dinesh Gupta,6254903037,Odisha,Ganjam,RURAL,Individual Loan,2023-07-16,36,36,100000.00,83333.00,16667.00,3000.00,4778.00,9556.00,6,2024-01-26,4778.00,52,31-60,Active,48547,36476,0.8498,42,4,1,4778.00
LN1000449,Pooja Gupta,9811017277,Madhya Pradesh,Gwalior,RURAL,Individual Loan,2021-05-11,36,36,75000.00,6250.00,68750.00,12375.00,3583.00,7166.00,33,2024-02-03,3583.00,49,31-60,Active,56221,38863,0.7550,25,3,1,3583.00
LN1000450,Meena Tiwari,6372374807,Odisha,Puri,RURAL,Micro-Enterprise,2023-04-21,12,12,30000.00,30000.00,0.00,0.00,3100.00,40300.00,0,2023-02-24,3100.00,377,360+,NPA,35949,22106,0.7012,31,1,0,0.00
LN1000451,Mamta Kumari,7931783087,Tamil Nadu,Salem,RURAL,Micro-Enterprise,2023-02-07,36,36,25000.00,21528.00,3472.00,625.00,1194.00,9552.00,5,2023-07-22,1194.00,240,181-360,Active,50580,23812,0.4944,25,5,0,0.00
LN1000452,Anita Patel,9648208343,Maharashtra,Nagpur,URBAN,Individual Loan,2023-05-06,36,36,100000.00,75000.00,25000.00,4500.00,4778.00,9556.00,9,2024-01-19,4778.00,54,31-60,Active,64748,29044,0.5224,53,2,1,4778.00
LN1000453,Mukesh Bai,7441071930,Madhya Pradesh,Ujjain,RURAL,Agriculture Allied,2023-07-27,12,12,25000.00,20833.00,4167.00,750.00,2583.00,15498.00,2,2023-10-10,2583.00,155,91-180,NPA,63123,47687,0.7964,42,3,0,0.00
LN1000454,Ramesh Patel,9166765648,Maharashtra,Nagpur,RURAL,Agriculture Allied,2023-06-01,36,36,40000.00,40000.00,0.00,0.00,1911.00,32487.00,0,2022-11-18,1911.00,487,360+,Write-Off,50760,39250,0.8109,34,4,0,0.00
LN1000455,Mamta Devi,9917645586,Maharashtra,Nagpur,RURAL,JLG,2022-06-13,36,36,30000.00,13333.00,16667.00,3000.00,1433.00,1433.00,20,2024-03-01,1433.00,14,0-30,Active,64951,48631,0.7708,53,3,1,1433.00
LN1000456,Suresh Begum,7257561376,Uttar Pradesh,Prayagraj,RURAL,Individual Loan,2023-03-02,24,24,40000.00,40000.00,0.00,0.00,2467.00,39472.00,0,2022-12-02,2467.00,467,360+,NPA,40975,31529,0.8297,51,2,0,0.00
LN1000457,Anita Singh,8580500657,Tamil Nadu,Tiruchirappalli,URBAN,Individual Loan,2023-08-01,36,36,60000.00,60000.00,0.00,0.00,2867.00,28670.00,0,2023-06-15,2867.00,278,181-360,NPA,,,,36,2,1,2867.00
LN1000458,Rajesh Bai,9196031977,Madhya Pradesh,Ujjain,URBAN,Micro-Enterprise,2023-11-10,18,18,40000.00,35556.00,4444.00,800.00,3022.00,6044.00,2,2024-02-03,3022.00,49,31-60,Active,40326,16495,0.4840,27,2,1,3022.00
LN1000459,Shanti Patel,6871605286,Bihar,Muzaffarpur,URBAN,Micro-Enterprise,2023-03-25,24,24,75000.00,40625.00,34375.00,6188.00,4625.00,4625.00,11,2024-02-23,4625.00,25,0-30,Active,36552,24633,0.8004,32,5,1,4625.00
LN1000460,Guddi Pandey,9771541289,West Bengal,North 24 Parganas,RURAL,Agriculture Allied,2022-06-14,36,36,25000.00,11111.00,13889.00,2500.00,1194.00,1194.00,20,2024-02-19,1194.00,29,0-30,Active,,,,51,1,1,660.00
LN1000461,Urmila Paswan,7918050340,Maharashtra,Nagpur,RURAL,Micro-Enterprise,2021-12-26,36,36,100000.00,27778.00,72222.00,13000.00,4778.00,4778.00,26,2024-03-18,4778.00,3,0-30,Active,16730,8693,0.8052,21,4,1,4778.00
LN1000462,Sarita Manjhi,7747722112,Bihar,Muzaffarpur,RURAL,Agriculture Allied,2023-04-24,36,36,25000.00,25000.00,0.00,0.00,1194.00,14328.00,0,2023-04-06,1194.00,339,181-360,Write-Off,56551,23673,0.4397,23,3,0,0.00
LN1000463,Santosh Verma,9349245434,Bihar,Samastipur,RURAL,Individual Loan,2023-12-06,36,36,25000.00,25000.00,0.00,0.00,1194.00,5970.00,0,2023-10-22,1194.00,143,91-180,Active,20184,11186,0.6134,27,3,1,1194.00
LN1000464,Kavita Patel,6106144670,Uttar Pradesh,Lucknow,RURAL,Agriculture Allied,2023-10-28,36,36,50000.00,47222.00,2778.00,500.00,2389.00,7167.00,2,2023-12-23,2389.00,80,61-90,Active,21503,12411,0.6883,41,4,0,0.00
LN1000465,Guddi Roy,7980321575,Tamil Nadu,Thanjavur,RURAL,Agriculture Allied,2023-05-30,18,18,50000.00,25000.00,25000.00,4500.00,3778.00,3778.00,9,2024-03-09,3778.00,13,0-30,Active,39234,19567,0.5950,22,3,1,3778.00
LN1000466,Anil Mondal,9176901064,Rajasthan,Udaipur,URBAN,Agriculture Allied,2023-06-18,12,12,40000.00,16667.00,23333.00,4200.00,4133.00,8266.00,7,2024-02-08,4133.00,41,31-60,Active,64408,38968,0.6692,36,1,1,7524.00
